dataset	superfamily	superfamily_name	n_substrate	n_substrate_total	n_background	n_background_total	odds_ratio	ci_lower	ci_upper	pvalue	pvalue_bh	significant
hsp60	3.30.200.20		0	241	5	663	0.0	0.013654796089281575	4.499939749995863	0.3325252262231943	0.8293253158202416	False
hsp60	3.30.420.10		0	241	5	663	0.0	0.013654796089281575	4.499939749995863	0.3325252262231943	0.8293253158202416	False
hsp60	3.30.530.20		0	241	5	663	0.0	0.013654796089281575	4.499939749995863	0.3325252262231943	0.8293253158202416	False
hsp60	3.50.50.60	FAD/NAD(P)-binding domain	8	241	15	663	1.4832618025751072	0.620764642226069	3.544121918878782	0.34970397121643443	0.8293253158202416	False
hsp60	1.10.630.10		0	241	6	663	0.0	0.011753010962760182	3.7318261043444303	0.3505866301479065	0.8293253158202416	False
hsp60	1.20.1560.10		0	241	6	663	0.0	0.011753010962760182	3.7318261043444303	0.3505866301479065	0.8293253158202416	False
hsp60	3.40.30.10	Glutaredoxin	9	241	16	663	1.5686961206896552	0.6838061316723621	3.5986918003330235	0.3574032085094819	0.8293253158202416	False
hsp60	1.10.238.10	EF-hand	2	241	12	663	0.45397489539748953	0.10086120567232255	2.043334741810605	0.37526313196647393	0.8293253158202416	False
hsp60	3.40.640.10	Type I PLP-dependent aspartate aminotransferase-like (Major domain)	6	241	10	663	1.6672340425531915	0.5993578061597276	4.6377461410880185	0.3906704417279885	0.8293253158202416	False
hsp60	1.10.8.60		3	241	4	663	2.0766806722689077	0.4613841073467786	9.347098319825456	0.3914439554256932	0.8293253158202416	False
hsp60	3.40.47.10		3	241	5	663	1.6588235294117648	0.39339927549598164	6.994663369069196	0.4457591133131976	0.8293253158202416	False
hsp60	3.30.559.10	Chloramphenicol acetyltransferase-like domain	4	241	6	663	1.8481012658227849	0.5170049988276159	6.606277108501609	0.4703910394464562	0.8293253158202416	False
hsp60	2.40.50.100		4	241	7	663	1.5816757082579866	0.45888381755769897	5.4517024797433535	0.49613352746471034	0.8293253158202416	False
hsp60	1.10.10.140		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	1.10.1670.10		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	1.10.287.1130		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	1.10.340.30		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	1.10.533.10		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	1.20.20.10		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	2.30.30.140		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	2.30.42.10		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	3.10.180.10		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	3.30.1050.10		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	3.30.1600.10		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	3.30.420.40		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	3.40.50.1460		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	4.10.640.10		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	6.10.250.1760		0	241	3	663	0.0	0.020107001538729973	7.592205986150601	0.569029943423606	0.8293253158202416	False
hsp60	1.10.1200.10		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	1.10.600.10		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
