dataset	superfamily	superfamily_name	n_substrate	n_substrate_total	n_background	n_background_total	odds_ratio	ci_lower	ci_upper	pvalue	pvalue_bh	significant
hsp60	1.20.5.110		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	1.25.70.10		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	2.40.30.110		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	2.40.50.90		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	3.30.70.1400		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	3.40.50.20		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	3.40.630.30		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	3.60.10.10		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	3.60.40.10		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	3.80.10.10		0	241	4	663	0.0	0.016275014555279944	5.657035773002818	0.578436984983866	0.8293253158202416	False
hsp60	1.25.40.10	Tetratricopeptide repeat domain	6	241	12	663	1.3851063829787233	0.5140117047476268	3.732443589218208	0.5901768114332244	0.8360838161970678	False
hsp60	3.40.50.800	Anticodon-binding domain	2	241	3	663	1.8410041841004183	0.30573891073036447	11.08559063607156	0.613567236234714	0.8589941307285995	False
hsp60	1.10.287.810	Mitochondrial import inner membrane translocase subunit tim13 like domains	2	241	4	663	1.3786610878661087	0.25089100272203835	7.575825257081661	0.6600767190367717	0.9028635582227107	False
hsp60	3.30.1490.20	ATP-grasp fold, A domain	2	241	4	663	1.3786610878661087	0.25089100272203835	7.575825257081661	0.6600767190367717	0.9028635582227107	False
hsp60	3.10.129.10	Hotdog Thioesterase	1	241	7	663	0.3904761904761905	0.047790568639483284	3.1904130808527396	0.6890031096752652	0.9317201142199609	False
hsp60	3.30.470.20	ATP-grasp fold, B domain	3	241	6	663	1.3802521008403361	0.34246929765255835	5.562822346214865	0.7068041115289535	0.9426361403484371	False
hsp60	1.10.540.10	Acyl-CoA dehydrogenase/oxidase, N-terminal domain	2	241	9	663	0.6080892608089261	0.13044787717681594	2.8346383023921256	0.7366820256504593	0.9426361403484371	False
hsp60	1.20.140.10	Butyryl-CoA Dehydrogenase, subunit A, domain 3	2	241	9	663	0.6080892608089261	0.13044787717681594	2.8346383023921256	0.7366820256504593	0.9426361403484371	False
hsp60	2.40.110.10	Butyryl-CoA Dehydrogenase, subunit A, domain 2	2	241	9	663	0.6080892608089261	0.13044787717681594	2.8346383023921256	0.7366820256504593	0.9426361403484371	False
hsp60	3.40.50.1820	alpha/beta hydrolase	2	241	9	663	0.6080892608089261	0.13044787717681594	2.8346383023921256	0.7366820256504593	0.9426361403484371	False
hsp60	1.10.287.1150	TPP helical domain	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	1.10.730.10	Isoleucyl-tRNA Synthetase; Domain 1	1	241	3	663	0.9166666666666666	0.09488956922241386	8.855322926045027	1.0	1.0	False
hsp60	1.10.8.10	DNA helicase RuvA subunit, C-terminal domain	1	241	3	663	0.9166666666666666	0.09488956922241386	8.855322926045027	1.0	1.0	False
hsp60	1.20.5.340		1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	1.20.58.760	Peptidase M41	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	1.25.40.20	Ankyrin repeat-containing domain	1	241	3	663	0.9166666666666666	0.09488956922241386	8.855322926045027	1.0	1.0	False
hsp60	3.20.20.70	Aldolase class I	2	241	7	663	0.7842199641362821	0.16177905109507865	3.8014869538854663	1.0	1.0	False
hsp60	3.30.1360.120	Probable tRNA modification gtpase trme; domain 1	1	241	5	663	0.5483333333333333	0.06373474174297201	4.717512556291155	1.0	1.0	False
hsp60	3.30.1370.10	K Homology domain, type 1	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	3.30.428.10	HIT-like	1	241	3	663	0.9166666666666666	0.09488956922241386	8.855322926045027	1.0	1.0	False
hsp60	3.30.460.10	Beta Polymerase, domain 2	1	241	3	663	0.9166666666666666	0.09488956922241386	8.855322926045027	1.0	1.0	False
hsp60	3.30.559.70	Choline/Carnitine o-acyltransferase, domain 2	1	241	5	663	0.5483333333333333	0.06373474174297201	4.717512556291155	1.0	1.0	False
hsp60	3.30.70.141	Nucleoside diphosphate kinase-like domain	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	3.30.9.10	D-Amino Acid Oxidase, subunit A, domain 2	1	241	5	663	0.5483333333333333	0.06373474174297201	4.717512556291155	1.0	1.0	False
hsp60	3.40.250.10	Rhodanese-like domain	1	241	4	663	0.6864583333333333	0.0763419212296783	6.172559398722424	1.0	1.0	False
hsp60	3.40.50.1000	HAD superfamily/HAD-like	2	241	6	663	0.9163179916317992	0.1836801482374383	4.571199826683262	1.0	1.0	False
hsp60	3.40.50.10330	Probable inorganic polyphosphate/atp-NAD kinase; domain 1	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	3.40.50.11610	Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	3.40.50.1220	TPP-binding domain	1	241	4	663	0.6864583333333333	0.0763419212296783	6.172559398722424	1.0	1.0	False
hsp60	3.40.50.12470		1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	3.40.50.880		1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	3.40.710.10	DD-peptidase/beta-lactamase superfamily	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	3.60.15.10	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	1	241	4	663	0.6864583333333333	0.0763419212296783	6.172559398722424	1.0	1.0	False
hsp60	3.90.110.10	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
hsp60	3.90.180.10	Medium-chain alcohol dehydrogenases, catalytic domain	1	241	4	663	0.6864583333333333	0.0763419212296783	6.172559398722424	1.0	1.0	False
hsp60	4.10.91.10	Cytochrome c oxidase, subunit VIIa	1	241	2	663	1.3770833333333334	0.1242981100239724	15.25653532928786	1.0	1.0	False
