family	hypothesis	test_id	test	pvalue_raw	pvalue_within_family	effect_size	effect_name	pvalue_bh_within_family	family_bh	family_significant	significant_within_family	significant_overall
domain_architecture	H1.1/H1.2	hsp60_3.30.70.1400	fisher_exact	0.578436984983866	0.8293253158202416	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.40.50.20	fisher_exact	0.578436984983866	0.8293253158202416	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.40.630.30	fisher_exact	0.578436984983866	0.8293253158202416	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.60.10.10	fisher_exact	0.578436984983866	0.8293253158202416	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.60.40.10	fisher_exact	0.578436984983866	0.8293253158202416	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.80.10.10	fisher_exact	0.578436984983866	0.8293253158202416	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.25.40.10	fisher_exact	0.5901768114332244	0.8360838161970678	1.3851063829787233	odds_ratio	0.8763231442493332	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.40.50.800	fisher_exact	0.613567236234714	0.8589941307285995	1.8410041841004183	odds_ratio	0.8942647953374261	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.10.287.810	fisher_exact	0.6600767190367717	0.9028635582227107	1.3786610878661087	odds_ratio	0.9420572760555977	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.30.1490.20	fisher_exact	0.6600767190367717	0.9028635582227107	1.3786610878661087	odds_ratio	0.9420572760555977	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.10.129.10	fisher_exact	0.6890031096752652	0.9317201142199609	0.3904761904761905	odds_ratio	0.9553561210452406	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.30.470.20	fisher_exact	0.7068041115289535	0.9426361403484371	1.3802521008403361	odds_ratio	0.9716119642276948	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.10.540.10	fisher_exact	0.7366820256504593	0.9426361403484371	0.6080892608089261	odds_ratio	0.9862682857068991	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.20.140.10	fisher_exact	0.7366820256504593	0.9426361403484371	0.6080892608089261	odds_ratio	0.9862682857068991	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_2.40.110.10	fisher_exact	0.7366820256504593	0.9426361403484371	0.6080892608089261	odds_ratio	0.9862682857068991	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.40.50.1820	fisher_exact	0.7366820256504593	0.9426361403484371	0.6080892608089261	odds_ratio	0.9862682857068991	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.10.287.1150	fisher_exact	1.0	1.0	1.3770833333333334	odds_ratio	1.0	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.10.730.10	fisher_exact	1.0	1.0	0.9166666666666666	odds_ratio	1.0	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.10.8.10	fisher_exact	1.0	1.0	0.9166666666666666	odds_ratio	1.0	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.20.5.340	fisher_exact	1.0	1.0	1.3770833333333334	odds_ratio	1.0	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.20.58.760	fisher_exact	1.0	1.0	1.3770833333333334	odds_ratio	1.0	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_1.25.40.20	fisher_exact	1.0	1.0	0.9166666666666666	odds_ratio	1.0	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.20.20.70	fisher_exact	1.0	1.0	0.7842199641362821	odds_ratio	1.0	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	hsp60_3.30.1360.120	fisher_exact	1.0	1.0	0.5483333333333333	odds_ratio	1.0	2.818884630105482e-08	True	False	False
